Player,Position,Age,Cap_Hit,Cap_Hit_Percentage,Dead_Cap,Base_Salary,Signing_Bonus,Per_Game_Bonus,Roster_Bonus,Option_Bonus,Workout_Bonus,Restructure_Proration,Incentives,Cap_Type,Year
Barry Cofield,DT,,"$3,555,000",2.48%,,,,,,,,,,table_dead,2015
Stephen Bowen,DE,,"$2,520,000",1.76%,,,,,,,,,,table_dead,2015
Tracy Porter,CB,,"$1,000,000",0.70%,,,,,,,,,,table_dead,2015
Chris Chester,G,,"$800,000",0.56%,,,,,,,,,,table_dead,2015
Anthony McCoy,TE,,"$660,000",0.46%,,,,,,,,,,table_dead,2015
Trenton Robinson,FS,,"$566,967",0.40%,,,,,,,,,,table_dead,2015
David Amerson,CB,,"$428,114",0.30%,,,,,,,,,,table_dead,2015
Brian De La Puente,C,,"$275,294",0.19%,,,,,,,,,,table_dead,2015
Jackson Jeffcoat,OLB,,"$259,588",0.18%,,,,,,,,,,table_dead,2015
Clifton Geathers,DE,,"$250,000",0.17%,,,,,,,,,,table_dead,2015
Phillip Thomas,SS,,"$212,602",0.15%,,,,,,,,,,table_dead,2015
Justin Rogers,CB,,"$137,647",0.10%,,,,,,,,,,table_dead,2015
Je'Ron Hamm,WR,,"$127,941",0.09%,,,,,,,,,,table_dead,2015
Tony Jones,WR,,"$112,968",0.08%,,,,,,,,,,table_dead,2015
Takoby Cofield,T,,"$112,200",0.08%,,,,,,,,,,table_dead,2015
Corey Crawford,DE,,"$112,200",0.08%,,,,,,,,,,table_dead,2015
Mike McGlynn,G,,"$100,000",0.07%,,,,,,,,,,table_dead,2015
Chris Thompson,RB,,"$92,500",0.06%,,,,,,,,,,table_dead,2015
Austin Reiter,C,,"$92,400",0.06%,,,,,,,,,,table_dead,2015
Kai Forbath,K,,"$90,705",0.06%,,,,,,,,,,table_dead,2015
Issac Blakeney,WR,,"$85,800",0.06%,,,,,,,,,,table_dead,2015
Brandon Jenkins,OLB,,"$84,430",0.06%,,,,,,,,,,table_dead,2015
Lache Seastrunk,RB,,"$82,875",0.06%,,,,,,,,,,table_dead,2015
Deveron Carr,CB,,"$79,200",0.06%,,,,,,,,,,table_dead,2015
Je'Ron Hamm,WR,,"$72,600",0.05%,,,,,,,,,,table_dead,2015
Dashaun Phillips,CB,,"$66,000",0.05%,,,,,,,,,,table_dead,2015
Jordan Campbell,OLB,,"$56,117",0.04%,,,,,,,,,,table_dead,2015
