Player,Position,Age,Cap_Hit,Cap_Hit_Percentage,Dead_Cap,Base_Salary,Signing_Bonus,Per_Game_Bonus,Roster_Bonus,Option_Bonus,Workout_Bonus,Restructure_Proration,Incentives,Cap_Type,Year
Perrion Winfrey,DT,,"$203,199",0.09%,,,,,,,,,,table_dead,2023
Cade York,K,,"$182,410",0.08%,,,,,,,,,,table_dead,2023
Tommy Togiai,DT,,"$169,286",0.08%,,,,,,,,,,table_dead,2023
Charlie Thomas III,LB,,"$168,334",0.07%,,,,,,,,,,table_dead,2023
Sam Kamara,DT,,"$168,000",0.07%,,,,,,,,,,table_dead,2023
Tommy Togiai,DT,,"$168,000",0.07%,,,,,,,,,,table_dead,2023
Richard LeCount,S,,"$148,294",0.07%,,,,,,,,,,table_dead,2023
Devin Asiasi,TE,,"$144,900",0.06%,,,,,,,,,,table_dead,2023
Joe Flacco,QB,,"$129,444",0.06%,,,,,,,,,,table_dead,2023
Ty Nsekhe,RT,,"$129,444",0.06%,,,,,,,,,,table_dead,2023
Tanner McCalister,S,,"$128,334",0.06%,,,,,,,,,,table_dead,2023
Hassan Hall,RB,,"$115,000",0.05%,,,,,,,,,,table_dead,2023
Phillip Walker,QB,,"$112,700",0.05%,,,,,,,,,,table_dead,2023
Phillip Walker,QB,,"$112,222",0.05%,,,,,,,,,,table_dead,2023
Jeremiah Martin,DE,,"$105,000",0.05%,,,,,,,,,,table_dead,2023
Riley Patterson,K,,"$104,444",0.05%,,,,,,,,,,table_dead,2023
Bopete Keyes,CB,,"$100,000",0.04%,,,,,,,,,,table_dead,2023
Sam Kamara,DT,,"$96,666",0.04%,,,,,,,,,,table_dead,2023
Deon Jackson,RB,,"$88,222",0.04%,,,,,,,,,,table_dead,2023
Kenyan Drake,RB,,"$82,400",0.04%,,,,,,,,,,table_dead,2023
Lucas Havrisik,K,,"$72,000",0.03%,,,,,,,,,,table_dead,2023
Joe Flacco,QB,,"$61,800",0.03%,,,,,,,,,,table_dead,2023
Duron Harmon,SS,,"$61,800",0.03%,,,,,,,,,,table_dead,2023
Matt Haack,P,,"$60,000",0.03%,,,,,,,,,,table_dead,2023
