Player,Age,Team,Position,Games_Played,Games_Started,Interceptions,Times_Targeted,Completions_When_Targeted,Completion_Percentage,Yards_Allowed,Yards_Per_Reception,Yards_Per_Target,Recieving_TD_Allowed,Passing_Rating_Allowed,Average_Depth_Of_Target,Total_Air_Yards,Total_YAC,Times_Blitzed,QB_Hurries,QB_Hits,Passes_Batted,Sacks,Pressures,Combined_Tackles,Missed_Tackles,Missed_Tackle_Percentage,Awards,season
Amik Robertson,23,LVR,CB,10,2,0,18,13,72.2,145,11.2,8.1,3,135.4,12.6,100,45,1,0,0,0,0.0,0,19,4,17.4,,2021
Chris Rumph,23,LAC,LB,16,0,0,1,1,100.0,1,1.0,1.0,0,79.2,-4.0,-4,5,3,2,2,0,1.0,5,19,0,0.0,,2021
Anthony Rush,25,ATL,NT,10,6,0,0,0,,0,,,0,,,0,0,0,1,1,0,0.0,2,19,1,5.0,,2021
Brennan Scarlett,28,MIA,LB,13,4,0,3,2,66.7,23,11.5,7.7,0,89.6,2.7,3,20,5,0,1,1,0.0,1,19,1,5.0,,2021
Danny Trevathan,31,CHI,LB,5,1,0,4,4,100.0,27,6.8,6.8,1,134.4,3.0,12,15,1,0,0,0,0.0,0,19,2,9.5,,2021
Armani Watts,25,KAN,DB,16,0,0,4,4,100.0,11,2.8,2.8,0,79.2,0.8,3,8,0,0,0,0,0.0,0,19,0,0.0,,2021
Boogie Basham,24,BUF,DE,8,0,0,1,1,100.0,10,10.0,10.0,0,108.3,1.0,1,9,0,3,0,0,2.5,6,18,1,5.3,,2021
Taco Charlton,27,PIT,DE,11,1,0,1,1,100.0,5,5.0,5.0,0,87.5,5.0,5,0,0,1,1,1,0.5,3,18,1,5.3,,2021
Justin Ellis,31,BAL,NT,17,5,0,0,0,,0,,,0,,,0,0,0,3,1,0,0.0,4,18,2,10.0,,2021
Jerry Hughes,33,BUF,RDE,17,16,0,2,1,50.0,1,1.0,0.5,0,56.2,3.5,-7,8,2,19,4,3,2.0,26,18,7,28.0,,2021
Tarron Jackson,23,PHI,DE,17,0,0,0,0,,0,,,0,,,0,0,1,8,0,0,1.0,9,18,1,5.3,,2021
Tanoh Kpassagnon,27,NOR,RDE,8,5,0,3,3,100.0,22,7.3,7.3,0,97.2,-4.0,-12,34,1,4,3,2,4.0,11,18,2,10.0,,2021
Takkarist McKinley,26,CLE,DE,11,2,0,1,1,100.0,7,7.0,7.0,0,95.8,7.0,7,0,5,7,4,0,2.5,14,18,1,5.3,,2021
Jonathan Owens,26,HOU,DB,7,2,1,4,3,75.0,52,17.3,13.0,0,77.1,21.0,44,8,0,0,0,0,0.0,0,18,2,10.0,,2021
Anthony Pittman,25,DET,LB,17,1,0,5,4,80.0,47,11.8,9.4,0,105.8,3.2,9,38,6,0,1,0,0.0,1,18,2,10.0,,2021
Bobby Price,23,DET,DB,15,2,0,18,8,44.4,163,20.4,9.1,0,76.9,21.3,128,35,0,0,0,0,0.0,0,18,2,10.0,,2021
Chapelle Russell,24,JAX,LB,16,1,0,6,5,83.3,16,3.2,2.7,0,79.2,-0.5,1,15,5,0,0,0,0.0,0,18,2,10.0,,2021
Jimmy Smith,33,BAL,DB,10,2,0,23,16,69.6,139,8.7,6.0,0,85.2,9.6,53,86,3,0,0,0,0.0,0,18,3,14.3,,2021
Roderic Teamer,24,LVR,DB,10,2,0,22,13,59.1,134,10.3,6.1,0,76.7,7.7,76,58,5,0,0,0,0.0,0,18,5,21.7,,2021
Michael Thomas,31,CIN,DB,8,1,0,5,3,60.0,38,12.7,7.6,0,83.7,13.4,28,10,0,0,0,0,0.0,0,18,1,5.3,,2021
Derrek Tuszka,24,PIT,DE,15,0,0,2,2,100.0,8,4.0,4.0,1,122.9,3.5,7,1,12,2,1,0,2.0,5,18,2,10.0,,2021
Kenny Willekes,24,MIN,DE,6,0,0,0,0,,0,,,0,,,0,0,0,3,3,0,2.5,9,18,1,5.3,,2021
Jarren Williams,24,NYG,CB,6,2,0,21,8,38.1,53,6.6,2.5,0,46.3,7.5,46,7,1,0,0,0,0.0,0,18,0,0.0,,2021
Isaiah Buggs,25,PIT,NT,10,6,0,0,0,,0,,,0,,,0,0,0,0,0,1,0.0,0,17,1,5.6,,2021
Adam Butler,27,MIA,DT,17,1,0,2,2,100.0,25,12.5,12.5,0,118.7,4.0,8,17,0,2,4,2,2.0,8,17,5,22.7,,2021
Dee Delaney,26,TAM,DB,15,2,1,26,19,73.1,227,11.9,8.7,3,121.8,10.5,190,37,2,0,0,0,0.0,0,17,3,15.0,,2021
Bud Dupree,28,TEN,LOLB,11,6,0,5,5,100.0,106,21.2,21.2,0,118.7,2.2,15,91,15,9,5,1,3.0,17,17,0,0.0,,2021
Kaden Elliss,26,NOR,LB,13,1,0,10,9,90.0,128,14.2,12.8,0,118.7,4.1,41,87,14,1,2,0,1.0,4,17,2,10.5,,2021
Kyler Fackrell,30,LAC,LB,13,1,0,3,3,100.0,37,12.3,12.3,0,118.1,-3.0,-9,46,21,4,1,1,3.0,8,17,1,5.6,,2021
Kevin Givens,24,SFO,DT,13,0,0,0,0,,0,,,0,,,0,0,0,1,2,0,0.0,3,17,1,5.6,,2021
Tre Herndon,25,JAX,DB,9,3,0,19,18,94.7,181,10.1,9.5,1,123.9,4.4,79,102,9,0,0,0,0.0,0,17,4,19.0,,2021
Tony Jefferson,29,BAL,DB,4,0,0,10,6,60.0,52,8.7,5.2,0,73.7,8.4,29,23,8,0,0,0,1.0,1,17,1,5.6,,2021
Patrick Johnson,23,PHI,DE,17,2,0,4,4,100.0,13,3.3,3.3,0,80.2,0.5,2,11,4,0,0,0,0.0,0,17,1,5.6,,2021
Deommodore Lenoir,22,SFO,DB,13,2,0,20,12,60.0,192,16.0,9.6,2,125.4,15.7,123,69,0,0,0,0,0.0,0,17,3,15.0,,2021
Star Lotulelei,32,BUF,RDT,11,8,0,0,0,,0,,,0,,,0,0,0,0,1,0,3.0,4,17,1,5.6,,2021
Rakeem Nunez-Roches,28,TAM,NT,16,1,0,2,2,100.0,17,8.5,8.5,0,102.1,-0.5,-1,18,1,4,1,0,0.0,5,17,4,19.0,,2021
Jacob Phillips,22,CLE,LB,4,1,0,7,4,57.1,13,3.3,1.9,0,62.2,2.0,4,9,8,1,0,0,1.0,2,17,2,10.5,,2021
Kenny Robinson Jr.,22,CAR,S,10,1,0,5,5,100.0,83,16.6,16.6,3,158.3,10.8,54,29,1,0,0,0,0.0,0,17,2,10.5,,2021
Isaac Rochell,26,IND,DT,12,0,0,1,1,100.0,6,6.0,6.0,0,91.7,4.0,4,2,0,1,3,0,0.0,4,17,1,5.6,,2021
Buster Skrine,32,TEN,DB,6,3,1,23,16,69.6,248,15.5,10.8,0,86.9,12.5,146,102,3,1,0,0,0.0,1,17,3,15.0,,2021
Chris Westry,24,BAL,DB,6,2,0,29,18,62.1,291,16.2,10.0,2,118.6,14.6,198,93,0,0,0,0,0.0,0,17,0,0.0,,2021
Desmond Trufant,31,2TM,DB,10,1,0,30,14,46.7,125,8.9,4.2,1,69.4,12.6,110,15,0,0,0,0,0.0,0,17,2,10.5,,2021
Desmond Trufant,31,NOR,DB,2,0,0,4,2,50.0,19,9.5,4.8,0,63.5,10.5,10,9,0,0,0,0,0.0,0,3,1,25.0,,2021
Desmond Trufant,31,LVR,DB,8,1,0,26,12,46.2,106,8.8,4.1,1,70.4,12.9,100,6,0,0,0,0,0.0,0,14,1,6.7,,2021
Whitney Mercilus,31,2TM,LB,10,2,0,0,0,,0,,,0,,,0,0,2,4,1,0,4.0,9,17,1,5.6,,2021
Whitney Mercilus,31,HOU,LB,6,2,0,0,0,,0,,,0,,,0,0,2,2,0,0,3.0,5,12,1,7.7,,2021
Whitney Mercilus,31,GNB,LB,4,0,0,0,0,,0,,,0,,,0,0,0,2,1,0,1.0,4,5,0,0.0,,2021
Charles Omenihu,24,2TM,DE,15,2,0,0,0,,0,,,0,,,0,0,0,3,4,1,0.0,7,17,4,19.0,,2021
Charles Omenihu,24,HOU,DE,6,2,0,0,0,,0,,,0,,,0,0,0,2,3,0,0.0,5,11,2,15.4,,2021
Charles Omenihu,24,SFO,DE,9,0,0,0,0,,0,,,0,,,0,0,0,1,1,1,0.0,2,6,2,25.0,,2021
Deandre Baker,24,KAN,DB,8,1,0,24,18,75.0,192,10.7,8.0,1,111.8,5.9,70,122,1,0,0,0,0.0,0,16,3,15.8,,2021
Adrian Colbert,28,NYJ,DB,4,3,0,4,3,75.0,40,13.3,10.0,0,106.2,10.5,20,20,1,0,0,0,0.0,0,16,2,11.1,,2021
Dylan Cole,27,TEN,LB,9,0,0,2,1,50.0,5,5.0,2.5,0,56.2,1.0,-3,8,4,0,1,0,0.0,1,16,0,0.0,,2021
Samuel Eguavoen,28,MIA,LB,17,0,0,4,3,75.0,28,9.3,7.0,0,93.7,2.0,5,23,16,3,6,0,0.5,10,16,3,15.8,,2021
Matthias Farley,29,TEN,DB,17,0,0,4,3,75.0,37,12.3,9.3,0,103.1,10.8,31,6,1,0,0,0,0.0,0,16,0,0.0,,2021
Stephon Gilmore,31,CAR,DB,8,3,2,25,17,68.0,159,9.4,6.4,2,78.6,8.8,118,41,0,0,0,0,0.0,0,16,0,0.0,PB,2021
Albert Huggins,24,NOR,DT,9,1,0,0,0,,0,,,0,,,0,0,0,0,2,0,0.0,2,16,0,0.0,,2021
Joe Jackson,25,CLE,DE,12,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,1.5,3,16,0,0.0,,2021
John Jenkins,32,MIA,DT,7,2,0,0,0,,0,,,0,,,0,0,0,0,0,0,0.0,0,16,1,5.9,,2021
Kelvin Joseph,22,DAL,DB,10,2,0,17,8,47.1,89,11.1,5.2,1,82.7,6.8,14,75,0,0,0,0,0.0,0,16,1,5.9,,2021
Justin Layne,23,PIT,DB,17,0,0,4,3,75.0,17,5.7,4.3,0,82.3,7.3,9,8,0,0,0,0,0.0,0,16,1,5.9,,2021
Zech McPhearson,23,PHI,DB,16,1,0,17,9,52.9,96,10.7,5.6,0,69.7,9.1,66,30,0,0,0,0,0.0,0,16,4,20.0,,2021
Rashaan Melvin,32,CAR,DB,10,2,0,24,13,54.2,187,14.4,7.8,1,93.6,10.1,110,77,1,0,0,0,0.0,0,16,4,20.0,,2021
Henry Mondeaux,26,PIT,DT,15,2,0,0,0,,0,,,0,,,0,0,0,2,0,0,2.0,4,16,3,15.8,,2021
Jason Pinnock,22,NYJ,CB,12,2,0,9,7,77.8,78,11.1,8.7,1,139.8,10.3,57,21,1,0,0,0,0.0,0,16,0,0.0,,2021
Taylor Stallworth,26,IND,DT,16,1,0,1,1,100.0,-1,-1.0,-1.0,0,79.2,-7.0,-7,6,0,1,9,1,3.0,13,16,0,0.0,,2021
Teair Tart,24,TEN,NT,11,10,0,0,0,,0,,,0,,,0,0,0,0,1,0,0.0,1,16,3,15.8,,2021
Tommy Togiai,22,CLE,DT,6,0,0,0,0,,0,,,0,,,0,0,0,0,0,1,0.5,1,16,2,11.1,,2021
Broderick Washington Jr.,25,BAL,DT,14,2,0,1,1,100.0,-1,-1.0,-1.0,0,79.2,-2.0,-2,1,0,0,2,0,1.0,3,16,1,5.9,,2021
J.J. Watt,32,ARI,RDE,7,7,0,0,0,,0,,,0,,,0,0,0,7,8,2,1.0,16,16,3,15.8,,2021
Jarrod Wilson,27,2TM,DB,9,3,0,5,3,60.0,39,13.0,7.8,0,84.6,11.0,14,25,5,0,2,0,1.0,3,16,2,11.1,,2021
Jarrod Wilson,27,NYJ,DB,5,3,0,4,2,50.0,27,13.5,6.8,0,71.9,12.0,7,20,5,0,2,0,1.0,3,13,2,13.3,,2021
Jarrod Wilson,27,SFO,DB,4,0,0,1,1,100.0,12,12.0,12.0,0,116.7,7.0,7,5,0,0,0,0,0.0,0,3,0,0.0,,2021
Josh Jones,27,2TM,DB,10,1,0,4,2,50.0,21,10.5,5.3,0,65.6,17.3,21,0,1,0,0,0,0.0,0,16,0,0.0,,2021
Josh Jones,27,IND,DB,6,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0.0,0,5,0,0.0,,2021
Josh Jones,27,SEA,DB,4,1,0,4,2,50.0,21,10.5,5.3,0,65.6,17.3,21,0,0,0,0,0,0.0,0,11,0,0.0,,2021
Jahleel Addae,31,IND,DB,9,1,0,4,4,100.0,30,7.5,7.5,0,97.9,4.8,19,11,2,1,0,0,0.0,1,15,0,0.0,,2021
Ricardo Allen,30,CIN,DB,14,1,0,7,6,85.7,65,10.8,9.3,0,105.4,6.6,37,28,5,0,0,0,0.0,0,15,1,6.3,,2021
Taven Bryan,25,JAX,DT,15,0,0,0,0,,0,,,0,,,0,0,0,2,6,0,2.0,10,15,2,11.8,,2021
Andre Chachere,25,PHI,DB,16,1,0,10,8,80.0,157,19.6,15.7,2,158.3,12.3,108,49,1,1,0,0,0.0,1,15,4,21.1,,2021
Xavier Crawford,26,CHI,DB,13,2,0,15,11,73.3,142,12.9,9.5,3,142.2,5.5,57,85,4,0,0,0,0.0,0,15,3,16.7,,2021
Cody Davis,32,NWE,DB,17,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0.0,0,15,1,6.3,,2021
Tyrel Dodson,23,BUF,LB,16,0,0,6,5,83.3,36,7.2,6.0,0,91.7,3.0,14,22,1,0,0,0,0.0,0,15,1,6.3,,2021
Andrew Dowell,25,NOR,LB,16,0,0,0,0,,0,,,0,,,0,0,2,0,0,0,0.0,0,15,0,0.0,,2021
Nick Dzubnar,30,TEN,LB,17,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0.0,0,15,0,0.0,,2021
Ulysees Gilbert,24,PIT,LB,17,0,0,1,1,100.0,1,1.0,1.0,0,79.2,-4.0,-4,5,3,0,0,0,0.0,0,15,1,6.3,,2021
Ta'Quon Graham,23,ATL,RDE,13,5,0,0,0,,0,,,0,,,0,0,0,1,1,0,0.0,2,15,2,11.8,,2021
Everson Griffen,34,MIN,RDE,9,6,0,1,1,100.0,5,5.0,5.0,0,87.5,3.0,3,2,0,15,6,0,5.0,26,15,4,21.1,,2021
Elijah Lee,25,CLE,LB,16,0,0,2,2,100.0,22,11.0,11.0,0,112.5,10.0,20,2,2,0,0,0,0.0,0,15,1,6.3,,2021
Jessie Lemonier,24,DET,DE,7,2,0,1,1,100.0,4,4.0,4.0,0,83.3,-2.0,-2,6,11,3,1,0,1.5,6,15,1,6.3,,2021
Ifeatu Melifonwu,22,DET,DB,7,4,0,23,14,60.9,213,15.2,9.3,2,120.4,12.3,133,80,1,1,0,0,0.0,1,15,1,6.3,,2021
Robert Nkemdiche,27,SEA,DT,9,0,0,0,0,,0,,,0,,,0,0,0,5,1,0,0.0,6,15,3,16.7,,2021
Ogbonnia Okoronkwo,26,LAR,LB,13,0,0,5,4,80.0,6,1.5,1.2,0,79.2,-1.8,-9,15,19,2,3,0,2.0,8,15,4,21.1,,2021
Kyle Phillips,24,NYJ,DE,7,1,0,1,1,100.0,1,1.0,1.0,0,79.2,-4.0,-4,5,0,0,2,0,1.0,3,15,3,16.7,,2021
Wyatt Ray,25,CIN,LB,15,1,0,0,0,,0,,,0,,,0,0,0,0,1,0,1.0,2,15,1,6.3,,2021
Jamien Sherwood,21,NYJ,DB,5,4,0,4,2,50.0,24,12.0,6.0,0,68.7,-1.8,7,17,7,0,0,0,0.0,0,15,1,6.3,,2021
Grant Stuard,23,TAM,LB,17,0,0,3,2,66.7,9,4.5,3.0,0,70.1,1.3,6,3,2,0,0,0,0.0,0,15,0,0.0,,2021
K'Von Wallace,24,PHI,S,13,3,0,8,6,75.0,48,8.0,6.0,1,129.2,6.0,32,16,0,0,0,0,0.0,0,15,1,6.3,,2021
Jordan Willis,26,SFO,LB,10,0,0,0,0,,0,,,0,,,0,0,0,1,2,0,3.0,6,15,0,0.0,,2021
Ahkello Witherspoon,26,PIT,DB,9,3,3,37,14,37.8,233,16.6,6.3,1,35.1,10.8,138,95,1,0,0,0,0.0,0,15,6,28.6,,2021
Montravius Adams,26,2TM,DT,10,5,0,4,2,50.0,7,3.5,1.8,0,56.2,0.0,2,5,0,3,3,1,0.0,6,15,2,11.8,,2021
Montravius Adams,26,NOR,DT,5,1,0,2,1,50.0,4,4.0,2.0,0,56.2,1.0,0,4,0,2,0,0,0.0,2,7,2,22.2,,2021
Montravius Adams,26,PIT,DT,5,4,0,2,1,50.0,3,3.0,1.5,0,56.2,-1.0,2,1,0,1,3,1,0.0,4,8,0,0.0,,2021
A.J. Epenesa,23,BUF,DE,14,0,0,0,0,,0,,,0,,,0,0,1,5,7,1,1.5,14,14,4,22.2,,2021
Clelin Ferrell,24,LVR,DE,16,0,0,0,0,,0,,,0,,,0,0,0,4,4,1,1.5,10,14,1,6.7,,2021
Jalyn Holmes,25,NOR,DE,8,1,0,1,1,100.0,21,21.0,21.0,0,118.7,4.0,4,17,1,0,0,1,0.0,0,14,2,12.5,,2021
Bryce Huff,23,NYJ,RDE,9,7,0,1,1,100.0,17,17.0,17.0,1,158.3,10.0,10,7,3,3,5,0,2.0,11,14,0,0.0,,2021
Margus Hunt,34,CHI,DE,10,0,0,0,0,,0,,,0,,,0,0,0,1,0,0,0.0,1,14,0,0.0,,2021
Jaquan Johnson,26,BUF,DB,17,1,1,3,3,100.0,41,13.7,13.7,1,118.7,10.0,30,11,0,0,0,0,0.0,0,14,2,12.5,,2021
Tyquan Lewis,26,IND,DE,8,2,1,2,2,100.0,-1,-0.5,-0.5,0,39.6,-4.0,-8,7,0,1,3,0,2.5,7,14,1,6.7,,2021
Pernell McPhee,33,BAL,DE,10,0,0,2,2,100.0,14,7.0,7.0,0,95.8,1.0,2,12,18,0,3,0,1.0,4,14,2,12.5,,2021
Sharrod Neasman,30,NYJ,DB,11,1,1,4,1,25.0,43,43.0,10.8,0,32.3,24.5,37,6,2,0,0,0,0.0,0,14,3,17.6,,2021
John Penisini,24,DET,DT,16,0,0,0,0,,0,,,0,,,0,0,0,2,1,1,0.0,3,14,4,22.2,,2021
Robert Rochell,23,LAR,LCB,11,5,1,23,14,60.9,183,13.1,8.0,1,82.3,9.5,124,59,0,0,0,0,0.0,0,14,4,22.2,,2021
Cameron Sample,22,CIN,DE,14,0,0,2,1,50.0,9,9.0,4.5,0,62.5,-2.0,-4,13,1,6,3,0,1.5,11,14,1,6.7,,2021
Julian Stanford,31,CAR,LB,17,0,0,2,1,50.0,-7,-7.0,-3.5,0,56.2,15.5,-8,1,3,0,0,0,0.0,0,14,0,0.0,,2021
Jahlani Tavai,25,NWE,LB,13,0,0,5,5,100.0,116,23.2,23.2,1,158.3,4.8,24,92,0,0,0,0,0.0,0,14,2,12.5,,2021
Jaire Alexander,24,GNB,DB,4,4,1,22,12,54.5,131,10.9,6.0,2,83.7,10.9,73,58,1,0,0,0,0.0,0,13,1,7.1,,2021
Marcus Allen,25,PIT,DB,16,1,0,8,5,62.5,53,10.6,6.6,0,81.8,8.1,25,28,9,0,0,0,0.0,0,13,2,13.3,,2021
Keion Crossen,25,NYG,DB,16,0,0,2,1,50.0,15,15.0,7.5,0,75.0,14.5,13,2,2,0,0,0,1.0,1,13,0,0.0,,2021
Breiden Fehoko,25,LAC,DT,8,1,0,0,0,,0,,,0,,,0,0,0,0,0,0,0.0,0,13,1,7.1,,2021
Neville Gallimore,24,DAL,DT,5,4,0,1,1,100.0,-8,-8.0,-8.0,0,79.2,-7.0,-7,-1,1,1,0,0,1.5,3,13,1,7.1,,2021
Joe Gaziano,25,LAC,DE,14,1,0,1,1,100.0,0,0.0,0.0,0,79.2,0.0,0,0,0,3,2,1,0.0,5,13,1,7.1,,2021
Thomas Graham,22,CHI,DB,4,1,0,12,6,50.0,67,11.2,5.6,1,94.8,11.3,44,23,0,0,0,0,0.0,0,13,2,13.3,,2021
T.J. Green,26,ATL,DB,6,1,0,18,15,83.3,201,13.4,11.2,3,152.8,12.0,160,41,0,0,0,0,0.0,0,13,3,18.8,,2021
Miles Killebrew,28,PIT,DB,17,0,0,3,3,100.0,9,3.0,3.0,0,79.2,0.0,0,9,1,0,0,0,0.0,0,13,3,18.8,,2021
Josh Metellus,23,MIN,S,16,0,0,5,2,40.0,31,15.5,6.2,0,61.2,14.6,26,5,1,1,0,0,0.0,1,13,0,0.0,,2021
Ifeadi Odenigbo,27,CLE,DE,9,0,0,1,1,100.0,12,12.0,12.0,0,116.7,-6.0,-6,18,0,0,3,0,0.0,3,13,2,13.3,,2021
J.R. Reed,25,NYG,S,8,0,0,2,2,100.0,17,8.5,8.5,0,102.1,0.5,1,16,2,1,0,0,0.0,1,13,0,0.0,,2021
Tim Settle,24,WAS,DT,16,0,0,0,0,,0,,,0,,,0,0,0,1,0,0,0.0,1,13,2,13.3,,2021
Kristian Welch,23,BAL,LB,16,0,0,1,0,0.0,0,,0.0,0,39.6,12.0,0,0,0,1,0,0,0.0,1,13,0,0.0,,2021
Oshane Ximines,25,NYG,DE,10,0,0,2,1,50.0,3,3.0,1.5,0,56.2,-3.0,-1,4,8,2,2,2,0.0,4,13,1,7.1,,2021
Justin Bethel,31,NWE,DB,17,0,0,8,6,75.0,86,14.3,10.8,0,109.4,12.0,59,27,0,0,0,0,0.0,0,12,0,0.0,,2021
K.J. Britt,22,TAM,LB,17,0,0,6,5,83.3,21,4.2,3.5,0,81.2,3.2,5,16,3,0,1,0,0.0,1,12,2,14.3,,2021
Marqui Christian,27,CHI,DB,17,1,0,12,8,66.7,181,22.6,15.1,3,149.3,15.6,128,53,2,0,0,0,0.0,0,12,2,14.3,,2021
Jalen Elliott,23,DET,S,8,1,0,6,5,83.3,28,5.6,4.7,2,125.7,2.5,6,22,0,0,0,0,0.0,0,12,3,20.0,,2021
Tipa Galeai,24,GNB,LB,7,0,0,3,1,33.3,11,11.0,3.7,0,45.1,2.3,-5,16,10,2,0,0,1.0,3,12,0,0.0,,2021
Jeff Heath,30,NOR,DB,16,0,0,0,0,,0,,,0,,,0,0,2,1,0,0,1.0,2,12,2,14.3,,2021
Anthony Levine,34,BAL,DB,17,1,0,6,5,83.3,79,15.8,13.2,0,118.7,13.8,55,24,4,0,0,0,0.0,0,12,0,0.0,,2021
Keisean Nixon,24,LVR,DB,11,1,0,6,4,66.7,27,6.8,4.5,0,76.4,2.7,6,21,7,0,1,0,0.0,1,12,1,7.7,,2021
Efe Obada,29,BUF,DE,10,1,0,1,0,0.0,0,,0.0,0,39.6,-7.0,0,0,0,1,6,0,3.5,11,12,3,20.0,,2021
John Reid,25,SEA,CB,11,2,0,12,7,58.3,101,14.4,8.4,1,113.5,9.5,73,28,0,0,0,0,0.0,0,12,1,7.7,,2021
Darryl Roberts,31,WAS,DB,6,3,0,18,7,38.9,139,19.9,7.7,0,66.7,15.2,68,71,0,0,0,0,0.0,0,12,0,0.0,,2021
Josiah Scott,22,PHI,CB,13,0,0,9,6,66.7,86,14.3,9.6,1,134.5,10.9,63,23,0,0,0,0,1.0,1,12,0,0.0,,2021
Joe Thomas,30,HOU,LB,5,2,0,2,2,100.0,9,4.5,4.5,0,85.4,-3.0,-6,15,1,0,0,0,0.0,0,12,3,20.0,,2021
Josh Tupou,27,CIN,DT,17,9,0,0,0,,0,,,0,,,0,0,0,2,1,0,0.0,3,12,2,14.3,,2021
Payton Turner,22,NOR,DE,5,0,0,0,0,,0,,,0,,,0,0,0,5,2,0,1.0,8,12,0,0.0,,2021
Josh Uche,23,NWE,LB,12,0,0,3,3,100.0,18,6.0,6.0,0,91.7,-0.3,-1,19,14,4,1,0,3.0,8,12,0,0.0,,2021
Tim Ward,24,NYJ,DE,11,0,0,4,2,50.0,26,13.0,6.5,0,70.8,-4.0,-9,35,0,4,0,1,0.0,4,12,3,20.0,,2021
Trae Waynes,29,CIN,DB,5,4,0,17,12,70.6,161,13.4,9.5,3,140.0,11.8,127,34,0,0,0,0,0.0,0,12,2,14.3,,2021
Eli Ankou,27,2TM,DT,6,1,0,1,1,100.0,0,0.0,0.0,0,79.2,-4.0,-4,4,0,0,0,0,1.0,1,12,0,0.0,,2021
Eli Ankou,27,TEN,DT,1,1,0,1,1,100.0,0,0.0,0.0,0,79.2,-4.0,-4,4,0,0,0,0,0.0,0,3,0,0.0,,2021
Eli Ankou,27,BUF,DT,5,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,1.0,1,9,0,0.0,,2021
Josiah Bronson,24,NOR,DT,6,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,0.0,1,11,1,8.3,,2021
Vernon Butler,27,BUF,DT,10,1,0,1,1,100.0,73,73.0,73.0,1,158.3,-4.0,-4,77,0,3,2,0,0.0,5,11,1,8.3,,2021
Luke Gifford,26,DAL,LB,16,0,0,4,3,75.0,9,3.0,2.3,0,77.1,-0.5,-12,21,1,0,0,0,0.0,0,11,0,0.0,,2021
Cam Gill,24,TAM,LB,13,0,0,1,1,100.0,11,11.0,11.0,0,112.5,9.0,9,2,11,3,1,0,1.5,6,11,0,0.0,,2021
Trysten Hill,23,DAL,DT,6,0,0,0,0,,0,,,0,,,0,0,0,3,2,0,0.5,6,11,0,0.0,,2021
Mack Hollins,28,MIA,WR,17,3,0,0,0,,0,,,0,,,0,0,0,0,0,0,0.0,0,11,1,8.3,,2021
Rashard Lawrence,23,ARI,NT,11,7,0,1,1,100.0,8,8.0,8.0,0,100.0,-3.0,-3,11,0,0,0,0,0.0,0,11,1,8.3,,2021
Marquel Lee,26,LVR,LB,11,0,0,1,1,100.0,6,6.0,6.0,0,91.7,5.0,5,1,0,0,0,0,0.0,0,11,1,8.3,,2021
Lerentee McCray,31,JAX,LB,12,0,0,2,1,50.0,3,3.0,1.5,0,56.2,11.0,3,0,2,0,0,0,0.0,0,11,2,15.4,,2021
Steve McLendon,35,TAM,DT,12,0,1,3,2,66.7,7,3.5,2.3,0,30.6,-1.7,-4,11,0,0,5,0,0.5,6,11,1,8.3,,2021
Michael Ojemudia,24,DEN,CB,2,1,0,13,7,53.8,45,6.4,3.5,0,61.4,10.1,24,21,0,0,0,0,0.0,0,11,0,0.0,,2021
Isaiah Oliver,25,ATL,DB,4,3,0,15,8,53.3,74,9.3,4.9,1,89.3,5.1,31,43,10,1,1,0,0.0,2,11,3,21.4,,2021
Derick Roberson,26,TEN,DE,5,0,0,0,0,,0,,,0,,,0,0,1,4,2,0,1.5,8,11,1,8.3,,2021
Richard Sherman,33,TAM,DB,5,3,1,17,12,70.6,162,13.5,9.5,0,76.1,11.6,111,51,4,0,0,0,0.0,0,11,3,21.4,,2021
Tanner Vallejo,27,ARI,LB,10,2,0,7,3,42.9,21,7.0,3.0,0,50.3,4.4,8,13,1,0,0,0,0.5,1,11,5,31.3,,2021
Joe Walker,29,ARI,LB,12,0,0,3,2,66.7,43,21.5,14.3,0,109.7,11.0,11,32,0,0,0,0,0.0,0,11,1,8.3,,2021
Chase Winovich,26,NWE,LB,13,0,0,1,1,100.0,6,6.0,6.0,0,91.7,5.0,5,1,4,2,1,0,0.0,3,11,0,0.0,,2021
Calvin Munson,27,2TM,LB,10,0,0,2,2,100.0,21,10.5,10.5,0,110.4,-2.5,-5,26,0,0,0,0,0.0,0,11,2,15.4,,2021
Calvin Munson,27,NWE,LB,6,0,0,1,1,100.0,18,18.0,18.0,0,118.7,0.0,0,18,0,0,0,0,0.0,0,9,1,10.0,,2021
Calvin Munson,27,MIA,LB,4,0,0,1,1,100.0,3,3.0,3.0,0,79.2,-5.0,-5,8,0,0,0,0,0.0,0,2,1,33.3,,2021
Blessuan Austin,25,SEA,DB,11,1,0,10,7,70.0,79,11.3,7.9,0,93.3,10.3,41,38,0,0,0,0,0.0,0,10,4,28.6,,2021
Quinton Bohanna,22,DAL,DT,14,1,0,0,0,,0,,,0,,,0,0,0,1,0,0,0.0,1,10,2,16.7,,2021
